candidate_id,time_stamp,count_each_at_time
2d20e9e0-5691-4a27-8264-bbabc8002b40,2024-09-18 23:11:20,23
a4f76ffc-ae49-4b2c-9ceb-8c1f99333fe1,2024-09-18 23:11:20,26
c4ccb64e-1e12-457f-bf64-76f75b772ce6,2024-09-18 23:11:20,33
2d20e9e0-5691-4a27-8264-bbabc8002b40,2024-09-18 23:11:27,46
a4f76ffc-ae49-4b2c-9ceb-8c1f99333fe1,2024-09-18 23:11:27,52
c4ccb64e-1e12-457f-bf64-76f75b772ce6,2024-09-18 23:11:27,66
2d20e9e0-5691-4a27-8264-bbabc8002b40,2024-09-18 23:11:32,69
a4f76ffc-ae49-4b2c-9ceb-8c1f99333fe1,2024-09-18 23:11:32,78
c4ccb64e-1e12-457f-bf64-76f75b772ce6,2024-09-18 23:11:32,99
2d20e9e0-5691-4a27-8264-bbabc8002b40,2024-09-18 23:11:38,92
a4f76ffc-ae49-4b2c-9ceb-8c1f99333fe1,2024-09-18 23:11:38,104
c4ccb64e-1e12-457f-bf64-76f75b772ce6,2024-09-18 23:11:38,132
2d20e9e0-5691-4a27-8264-bbabc8002b40,2024-09-18 23:11:44,115
a4f76ffc-ae49-4b2c-9ceb-8c1f99333fe1,2024-09-18 23:11:44,130
c4ccb64e-1e12-457f-bf64-76f75b772ce6,2024-09-18 23:11:44,165
2d20e9e0-5691-4a27-8264-bbabc8002b40,2024-09-18 23:11:49,138
a4f76ffc-ae49-4b2c-9ceb-8c1f99333fe1,2024-09-18 23:11:49,156
c4ccb64e-1e12-457f-bf64-76f75b772ce6,2024-09-18 23:11:49,198
2d20e9e0-5691-4a27-8264-bbabc8002b40,2024-09-18 23:11:55,161
a4f76ffc-ae49-4b2c-9ceb-8c1f99333fe1,2024-09-18 23:11:55,182
c4ccb64e-1e12-457f-bf64-76f75b772ce6,2024-09-18 23:11:55,231
2d20e9e0-5691-4a27-8264-bbabc8002b40,2024-09-18 23:12:01,184
a4f76ffc-ae49-4b2c-9ceb-8c1f99333fe1,2024-09-18 23:12:01,208
c4ccb64e-1e12-457f-bf64-76f75b772ce6,2024-09-18 23:12:01,264
2d20e9e0-5691-4a27-8264-bbabc8002b40,2024-09-18 23:12:06,207
a4f76ffc-ae49-4b2c-9ceb-8c1f99333fe1,2024-09-18 23:12:06,234
c4ccb64e-1e12-457f-bf64-76f75b772ce6,2024-09-18 23:12:06,297
2d20e9e0-5691-4a27-8264-bbabc8002b40,2024-09-18 23:12:12,230
a4f76ffc-ae49-4b2c-9ceb-8c1f99333fe1,2024-09-18 23:12:12,260
c4ccb64e-1e12-457f-bf64-76f75b772ce6,2024-09-18 23:12:12,330
2d20e9e0-5691-4a27-8264-bbabc8002b40,2024-09-18 23:12:18,253
a4f76ffc-ae49-4b2c-9ceb-8c1f99333fe1,2024-09-18 23:12:18,286
c4ccb64e-1e12-457f-bf64-76f75b772ce6,2024-09-18 23:12:18,363
2d20e9e0-5691-4a27-8264-bbabc8002b40,2024-09-18 23:12:23,276
a4f76ffc-ae49-4b2c-9ceb-8c1f99333fe1,2024-09-18 23:12:23,312
c4ccb64e-1e12-457f-bf64-76f75b772ce6,2024-09-18 23:12:23,396
2d20e9e0-5691-4a27-8264-bbabc8002b40,2024-09-18 23:12:29,299
a4f76ffc-ae49-4b2c-9ceb-8c1f99333fe1,2024-09-18 23:12:29,338
c4ccb64e-1e12-457f-bf64-76f75b772ce6,2024-09-18 23:12:29,429
2d20e9e0-5691-4a27-8264-bbabc8002b40,2024-09-18 23:12:35,322
a4f76ffc-ae49-4b2c-9ceb-8c1f99333fe1,2024-09-18 23:12:35,364
c4ccb64e-1e12-457f-bf64-76f75b772ce6,2024-09-18 23:12:35,462
2d20e9e0-5691-4a27-8264-bbabc8002b40,2024-09-18 23:12:40,345
a4f76ffc-ae49-4b2c-9ceb-8c1f99333fe1,2024-09-18 23:12:40,390
c4ccb64e-1e12-457f-bf64-76f75b772ce6,2024-09-18 23:12:40,495
2d20e9e0-5691-4a27-8264-bbabc8002b40,2024-09-18 23:12:46,368
a4f76ffc-ae49-4b2c-9ceb-8c1f99333fe1,2024-09-18 23:12:46,416
c4ccb64e-1e12-457f-bf64-76f75b772ce6,2024-09-18 23:12:46,528
2d20e9e0-5691-4a27-8264-bbabc8002b40,2024-09-18 23:12:52,391
a4f76ffc-ae49-4b2c-9ceb-8c1f99333fe1,2024-09-18 23:12:52,442
c4ccb64e-1e12-457f-bf64-76f75b772ce6,2024-09-18 23:12:52,561
2d20e9e0-5691-4a27-8264-bbabc8002b40,2024-09-18 23:12:57,414
a4f76ffc-ae49-4b2c-9ceb-8c1f99333fe1,2024-09-18 23:12:57,468
c4ccb64e-1e12-457f-bf64-76f75b772ce6,2024-09-18 23:12:57,594
2d20e9e0-5691-4a27-8264-bbabc8002b40,2024-09-18 23:13:03,437
a4f76ffc-ae49-4b2c-9ceb-8c1f99333fe1,2024-09-18 23:13:03,494
c4ccb64e-1e12-457f-bf64-76f75b772ce6,2024-09-18 23:13:03,627
2d20e9e0-5691-4a27-8264-bbabc8002b40,2024-09-18 23:13:09,460
a4f76ffc-ae49-4b2c-9ceb-8c1f99333fe1,2024-09-18 23:13:09,520
c4ccb64e-1e12-457f-bf64-76f75b772ce6,2024-09-18 23:13:09,660
2d20e9e0-5691-4a27-8264-bbabc8002b40,2024-09-18 23:13:14,483
a4f76ffc-ae49-4b2c-9ceb-8c1f99333fe1,2024-09-18 23:13:14,546
c4ccb64e-1e12-457f-bf64-76f75b772ce6,2024-09-18 23:13:14,693
2d20e9e0-5691-4a27-8264-bbabc8002b40,2024-09-18 23:13:20,506
a4f76ffc-ae49-4b2c-9ceb-8c1f99333fe1,2024-09-18 23:13:20,572
c4ccb64e-1e12-457f-bf64-76f75b772ce6,2024-09-18 23:13:20,726
2d20e9e0-5691-4a27-8264-bbabc8002b40,2024-09-18 23:13:26,529
a4f76ffc-ae49-4b2c-9ceb-8c1f99333fe1,2024-09-18 23:13:26,598
c4ccb64e-1e12-457f-bf64-76f75b772ce6,2024-09-18 23:13:26,759
2d20e9e0-5691-4a27-8264-bbabc8002b40,2024-09-18 23:13:32,552
a4f76ffc-ae49-4b2c-9ceb-8c1f99333fe1,2024-09-18 23:13:32,624
c4ccb64e-1e12-457f-bf64-76f75b772ce6,2024-09-18 23:13:32,792
2d20e9e0-5691-4a27-8264-bbabc8002b40,2024-09-18 23:13:37,575
a4f76ffc-ae49-4b2c-9ceb-8c1f99333fe1,2024-09-18 23:13:37,650
c4ccb64e-1e12-457f-bf64-76f75b772ce6,2024-09-18 23:13:37,825
2d20e9e0-5691-4a27-8264-bbabc8002b40,2024-09-18 23:13:43,598
a4f76ffc-ae49-4b2c-9ceb-8c1f99333fe1,2024-09-18 23:13:43,676
c4ccb64e-1e12-457f-bf64-76f75b772ce6,2024-09-18 23:13:43,858
2d20e9e0-5691-4a27-8264-bbabc8002b40,2024-09-18 23:13:49,621
a4f76ffc-ae49-4b2c-9ceb-8c1f99333fe1,2024-09-18 23:13:49,702
c4ccb64e-1e12-457f-bf64-76f75b772ce6,2024-09-18 23:13:49,891
2d20e9e0-5691-4a27-8264-bbabc8002b40,2024-09-18 23:13:54,644
a4f76ffc-ae49-4b2c-9ceb-8c1f99333fe1,2024-09-18 23:13:54,728
c4ccb64e-1e12-457f-bf64-76f75b772ce6,2024-09-18 23:13:54,924
2d20e9e0-5691-4a27-8264-bbabc8002b40,2024-09-18 23:14:00,667
a4f76ffc-ae49-4b2c-9ceb-8c1f99333fe1,2024-09-18 23:14:00,754
c4ccb64e-1e12-457f-bf64-76f75b772ce6,2024-09-18 23:14:00,957
2d20e9e0-5691-4a27-8264-bbabc8002b40,2024-09-18 23:14:06,690
a4f76ffc-ae49-4b2c-9ceb-8c1f99333fe1,2024-09-18 23:14:06,780
c4ccb64e-1e12-457f-bf64-76f75b772ce6,2024-09-18 23:14:06,990
2d20e9e0-5691-4a27-8264-bbabc8002b40,2024-09-18 23:14:11,713
a4f76ffc-ae49-4b2c-9ceb-8c1f99333fe1,2024-09-18 23:14:11,806
c4ccb64e-1e12-457f-bf64-76f75b772ce6,2024-09-18 23:14:11,1023
2d20e9e0-5691-4a27-8264-bbabc8002b40,2024-09-18 23:14:17,736
a4f76ffc-ae49-4b2c-9ceb-8c1f99333fe1,2024-09-18 23:14:17,832
c4ccb64e-1e12-457f-bf64-76f75b772ce6,2024-09-18 23:14:17,1056
2d20e9e0-5691-4a27-8264-bbabc8002b40,2024-09-18 23:14:23,759
a4f76ffc-ae49-4b2c-9ceb-8c1f99333fe1,2024-09-18 23:14:23,858
c4ccb64e-1e12-457f-bf64-76f75b772ce6,2024-09-18 23:14:23,1089
2d20e9e0-5691-4a27-8264-bbabc8002b40,2024-09-18 23:14:28,782
a4f76ffc-ae49-4b2c-9ceb-8c1f99333fe1,2024-09-18 23:14:28,884
c4ccb64e-1e12-457f-bf64-76f75b772ce6,2024-09-18 23:14:28,1122
2d20e9e0-5691-4a27-8264-bbabc8002b40,2024-09-18 23:14:34,805
a4f76ffc-ae49-4b2c-9ceb-8c1f99333fe1,2024-09-18 23:14:34,910
c4ccb64e-1e12-457f-bf64-76f75b772ce6,2024-09-18 23:14:34,1155
2d20e9e0-5691-4a27-8264-bbabc8002b40,2024-09-18 23:14:40,828
a4f76ffc-ae49-4b2c-9ceb-8c1f99333fe1,2024-09-18 23:14:40,936
c4ccb64e-1e12-457f-bf64-76f75b772ce6,2024-09-18 23:14:40,1188
2d20e9e0-5691-4a27-8264-bbabc8002b40,2024-09-18 23:14:46,851
a4f76ffc-ae49-4b2c-9ceb-8c1f99333fe1,2024-09-18 23:14:46,962
c4ccb64e-1e12-457f-bf64-76f75b772ce6,2024-09-18 23:14:46,1221
2d20e9e0-5691-4a27-8264-bbabc8002b40,2024-09-18 23:14:51,874
a4f76ffc-ae49-4b2c-9ceb-8c1f99333fe1,2024-09-18 23:14:51,988
c4ccb64e-1e12-457f-bf64-76f75b772ce6,2024-09-18 23:14:51,1254
2d20e9e0-5691-4a27-8264-bbabc8002b40,2024-09-18 23:14:57,897
a4f76ffc-ae49-4b2c-9ceb-8c1f99333fe1,2024-09-18 23:14:57,1014
c4ccb64e-1e12-457f-bf64-76f75b772ce6,2024-09-18 23:14:57,1287
2d20e9e0-5691-4a27-8264-bbabc8002b40,2024-09-18 23:15:03,920
a4f76ffc-ae49-4b2c-9ceb-8c1f99333fe1,2024-09-18 23:15:03,1040
c4ccb64e-1e12-457f-bf64-76f75b772ce6,2024-09-18 23:15:03,1320
2d20e9e0-5691-4a27-8264-bbabc8002b40,2024-09-18 23:15:08,943
a4f76ffc-ae49-4b2c-9ceb-8c1f99333fe1,2024-09-18 23:15:08,1066
c4ccb64e-1e12-457f-bf64-76f75b772ce6,2024-09-18 23:15:08,1353
2d20e9e0-5691-4a27-8264-bbabc8002b40,2024-09-18 23:15:14,966
a4f76ffc-ae49-4b2c-9ceb-8c1f99333fe1,2024-09-18 23:15:14,1092
c4ccb64e-1e12-457f-bf64-76f75b772ce6,2024-09-18 23:15:14,1386
2d20e9e0-5691-4a27-8264-bbabc8002b40,2024-09-18 23:15:20,989
a4f76ffc-ae49-4b2c-9ceb-8c1f99333fe1,2024-09-18 23:15:20,1118
c4ccb64e-1e12-457f-bf64-76f75b772ce6,2024-09-18 23:15:20,1419
2d20e9e0-5691-4a27-8264-bbabc8002b40,2024-09-18 23:15:25,1012
a4f76ffc-ae49-4b2c-9ceb-8c1f99333fe1,2024-09-18 23:15:25,1144
c4ccb64e-1e12-457f-bf64-76f75b772ce6,2024-09-18 23:15:25,1452
2d20e9e0-5691-4a27-8264-bbabc8002b40,2024-09-18 23:15:31,1035
a4f76ffc-ae49-4b2c-9ceb-8c1f99333fe1,2024-09-18 23:15:31,1170
c4ccb64e-1e12-457f-bf64-76f75b772ce6,2024-09-18 23:15:31,1485
2d20e9e0-5691-4a27-8264-bbabc8002b40,2024-09-18 23:15:37,1058
a4f76ffc-ae49-4b2c-9ceb-8c1f99333fe1,2024-09-18 23:15:37,1196
c4ccb64e-1e12-457f-bf64-76f75b772ce6,2024-09-18 23:15:37,1518
2d20e9e0-5691-4a27-8264-bbabc8002b40,2024-09-18 23:15:42,1081
a4f76ffc-ae49-4b2c-9ceb-8c1f99333fe1,2024-09-18 23:15:42,1222
c4ccb64e-1e12-457f-bf64-76f75b772ce6,2024-09-18 23:15:42,1551
2d20e9e0-5691-4a27-8264-bbabc8002b40,2024-09-18 23:15:48,1104
a4f76ffc-ae49-4b2c-9ceb-8c1f99333fe1,2024-09-18 23:15:48,1248
c4ccb64e-1e12-457f-bf64-76f75b772ce6,2024-09-18 23:15:48,1584
2d20e9e0-5691-4a27-8264-bbabc8002b40,2024-09-18 23:15:54,1127
a4f76ffc-ae49-4b2c-9ceb-8c1f99333fe1,2024-09-18 23:15:54,1274
c4ccb64e-1e12-457f-bf64-76f75b772ce6,2024-09-18 23:15:54,1617
2d20e9e0-5691-4a27-8264-bbabc8002b40,2024-09-18 23:16:00,1150
a4f76ffc-ae49-4b2c-9ceb-8c1f99333fe1,2024-09-18 23:16:00,1300
c4ccb64e-1e12-457f-bf64-76f75b772ce6,2024-09-18 23:16:00,1650
2d20e9e0-5691-4a27-8264-bbabc8002b40,2024-09-18 23:16:05,1173
a4f76ffc-ae49-4b2c-9ceb-8c1f99333fe1,2024-09-18 23:16:05,1326
c4ccb64e-1e12-457f-bf64-76f75b772ce6,2024-09-18 23:16:05,1683
2d20e9e0-5691-4a27-8264-bbabc8002b40,2024-09-18 23:16:11,1196
a4f76ffc-ae49-4b2c-9ceb-8c1f99333fe1,2024-09-18 23:16:11,1352
c4ccb64e-1e12-457f-bf64-76f75b772ce6,2024-09-18 23:16:11,1716
2d20e9e0-5691-4a27-8264-bbabc8002b40,2024-09-18 23:16:17,1219
a4f76ffc-ae49-4b2c-9ceb-8c1f99333fe1,2024-09-18 23:16:17,1378
c4ccb64e-1e12-457f-bf64-76f75b772ce6,2024-09-18 23:16:17,1749
2d20e9e0-5691-4a27-8264-bbabc8002b40,2024-09-18 23:16:22,1242
a4f76ffc-ae49-4b2c-9ceb-8c1f99333fe1,2024-09-18 23:16:22,1404
